species	taxid	in_refseq_protein	total	NP_	XP_	WP_	YP_	OTHER	XP_ratio
Priapulus caudatus	37621	YES	20584	9	20562	0	13	0	0.9989
Ostrea edulis	37623	YES	57361	0	57349	0	12	0	0.9998
Desulfuromusa kysingii	37625	YES	3292	0	0	3292	0	0	0.0000
Gyrodactylus salaris	37629	YES	12	0	0	0	12	0	0.0000
Amycolatopsis sp.	37632	YES	44516	0	0	44516	0	0	0.0000
Kineococcus aurantiacus	37633	YES	4949	0	0	4949	0	0	0.0000
Thermus scotoductus	37636	YES	27648	0	0	27648	0	0	0.0000
Corynebacterium pseudodiphtheriticum	37637	YES	38797	0	0	38797	0	0	0.0000
Dermabacter sp.	37640	YES	1028	0	0	1028	0	0	0.0000
Cucurbita ficifolia	37645	YES	86	0	0	0	86	0	0.0000
Cucurbita pedatifolia	37647	YES	85	0	0	0	85	0	0.0000
Octopus bimaculatus	37652	YES	13	0	0	0	13	0	0.0000
Octopus bimaculoides	37653	YES	29034	3	29018	0	13	0	0.9994
Citrus x paradisi	37656	YES	89	0	0	0	89	0	0.0000
Silene latifolia	37657	YES	59002	0	58891	0	111	0	0.9981
Anaeromicropila populeti	37658	YES	3642	0	0	3642	0	0	0.0000
Clostridium algidicarnis	37659	YES	18157	0	0	18157	0	0	0.0000
Stylosanthes hamata	37660	YES	81	0	0	0	81	0	0.0000
Avena murphyi	37663	YES	84	0	0	0	84	0	0.0000
Ectocarpus siliculosus virus 1	37665	YES	240	240	0	0	0	0	0.0000
Stipa hymenoides	37671	YES	84	0	0	0	84	0	0.0000
Henrardia persica	37678	YES	82	0	0	0	82	0	0.0000
Aegilops tauschii	37682	YES	80	0	0	0	80	0	0.0000
Taeniatherum caput-medusae	37687	YES	84	0	0	0	84	0	0.0000
Citrus trifoliata	37690	YES	91	0	0	0	91	0	0.0000
Candidatus Phytoplasma mali	37692	YES	466	0	0	466	0	0	0.0000
Beet leafhopper transmitted virescence phytoplasma	37694	YES	12	0	0	12	0	0	0.0000
Caenolestes fuliginosus	37696	YES	13	0	0	0	13	0	0.0000
Isoodon macrourus	37698	YES	13	13	0	0	0	0	0.0000
Notoryctes typhlops	37699	YES	13	0	0	0	13	0	0.0000
Pigeon pea witches'-broom phytoplasma	37700	YES	3	0	0	3	0	0	0.0000
Lepas anatifera	37710	YES	13	0	0	0	13	0	0.0000
Bromus diandrus	37722	YES	83	0	0	0	83	0	0.0000
Deschampsia cespitosa	37723	YES	86	0	0	0	86	0	0.0000
Talaromyces marneffei	37727	YES	10019	25	9994	0	0	0	0.9975
Psathyrostachys huashanica	37730	YES	84	0	0	0	84	0	0.0000
Prunus necrotic ringspot virus	37733	YES	4	4	0	0	0	0	0.0000
Enterococcus casseliflavus	37734	YES	126146	0	0	126146	0	0	0.0000
Gazella dorcas	37751	YES	13	0	0	0	13	0	0.0000
Flavobacterium hibernum	37752	YES	4249	0	0	4249	0	0	0.0000
Actias selene	37776	YES	13	0	0	0	13	0	0.0000
Saturnia boisduvalii	37777	YES	13	0	0	0	13	0	0.0000
Saturnia japonica	37778	YES	13	0	0	0	13	0	0.0000
Rhodinia fugax	37781	YES	13	0	0	0	13	0	0.0000
Rickettsia honei	37816	YES	1063	0	0	1063	0	0	0.0000
Caiophora lateritia	37824	YES	85	0	0	0	85	0	0.0000
Heterorhabditis bacteriophora	37862	YES	12	0	0	0	12	0	0.0000
Dietzia	37914	YES	26789	0	0	26789	0	0	0.0000
Dietzia maris	37915	YES	28996	0	0	28996	0	0	0.0000
Mycolicibacterium chlorophenolicum	37916	YES	7267	0	0	7267	0	0	0.0000
Rhodococcus opacus	37919	YES	87450	0	0	87450	0	0	0.0000
Arthrobacter agilis	37921	YES	11729	0	0	11729	0	0	0.0000
Nesterenkonia halobia	37922	YES	2535	0	0	2535	0	0	0.0000
Rothia kristinae	37923	YES	16442	0	0	16442	0	0	0.0000
Thermocrispum	37924	YES	2743	0	0	2743	0	0	0.0000
Thermocrispum agreste	37925	YES	2600	0	0	2600	0	0	0.0000
Thermocrispum municipale	37926	YES	4063	0	0	4063	0	0	0.0000
Sinomonas atrocyanea	37927	YES	18329	0	0	18329	0	0	0.0000
Crystallibacter crystallopoietes	37928	YES	17898	0	0	17898	0	0	0.0000
Glutamicibacter nicotianae	37929	YES	12680	0	0	12680	0	0	0.0000
Glutamicibacter protophormiae	37930	YES	16811	0	0	16811	0	0	0.0000
Paenarthrobacter ureafaciens	37931	YES	20675	0	0	20675	0	0	0.0000
Human papillomavirus 38	37959	YES	7	0	0	0	7	0	0.0000
Atkinsonella hypoxylon virus	37961	YES	2	2	0	0	0	0	0.0000
Xylaria hypoxylon	37992	YES	19	0	0	0	19	0	0.0000
Amphichorda felina	37994	YES	9270	0	9270	0	0	0	1.0000
Beauveria amorpha	37997	YES	15	0	0	0	15	0	0.0000
Parengyodontium album	37998	YES	17	0	0	0	17	0	0.0000
Tolypocladium cylindrosporum	38005	YES	24	0	0	0	24	0	0.0000
Beauveria caledonica	38006	YES	27	0	0	0	27	0	0.0000
Malacosoma neustria nucleopolyhedrovirus	38012	YES	131	0	0	0	131	0	0.0000
Bacteriophage sp.	38018	YES	234	0	0	0	234	0	0.0000
Methanolobus bombayensis	38023	YES	2842	0	0	2842	0	0	0.0000
Methanolobus vulcani	38026	YES	5461	0	0	5461	0	0	0.0000
Methanosarcina siciliae	38027	YES	9097	0	0	9097	0	0	0.0000
Rhynchosporium secalis	38038	YES	47	0	0	0	47	0	0.0000
Heliothis subflexa	38041	YES	13	0	0	0	13	0	0.0000
Cassava vein mosaic virus	38062	YES	5	5	0	0	0	0	0.0000
Pneumocystis wakefieldiae	38082	YES	20	0	0	0	20	0	0.0000
Magicicada cassinii	38086	YES	13	0	0	0	13	0	0.0000
Schlechtendalia chinensis	38111	YES	13	0	0	0	13	0	0.0000
Simian hemorrhagic fever virus	38143	YES	16	10	0	0	6	0	0.0000
Ophraella communa	38162	YES	13	0	0	0	13	0	0.0000
Avian orthoreovirus	38170	YES	22	0	0	0	22	0	0.0000
Blueberry leaf mottle virus	38172	YES	5	0	0	0	5	0	0.0000
Cymbidium atropurpureum	38177	YES	76	0	0	0	76	0	0.0000
Thunia alba	38195	YES	87	0	0	0	87	0	0.0000
Polystachya concreta	38197	YES	74	0	0	0	74	0	0.0000
Globicephala macrorhynchus	38241	YES	13	0	0	0	13	0	0.0000
Goose parvovirus	38251	YES	4	4	0	0	0	0	0.0000
Glaucosphaera vacuolata	38265	YES	196	0	0	0	196	0	0.0000
Gloeochaete wittrockiana	38269	YES	217	0	0	0	217	0	0.0000
Glaucocystis nostochinearum	38271	YES	34	0	0	0	34	0	0.0000
Euglenaria anabaena	38273	YES	67	0	0	0	67	0	0.0000
Evansella vedderi	38282	YES	5251	0	0	5251	0	0	0.0000
Corynebacterium accolens	38284	YES	34698	0	0	34698	0	0	0.0000
Corynebacterium afermentans	38286	YES	11052	0	0	11052	0	0	0.0000
Corynebacterium genitalium	38288	YES	1135	0	0	1135	0	0	0.0000
Corynebacterium jeikeium	38289	YES	8506	0	0	8506	0	0	0.0000
Corynebacterium macginleyi	38290	YES	17427	0	0	17427	0	0	0.0000
Photobacterium damselae	38293	YES	120977	0	0	120977	0	0	0.0000
Streptomyces pristinaespiralis	38300	YES	34377	0	0	34377	0	0	0.0000
Corynebacterium minutissimum	38301	YES	9193	0	0	9193	0	0	0.0000
Corynebacterium mycetoides	38302	YES	1968	0	0	1968	0	0	0.0000
Corynebacterium pseudogenitalium	38303	YES	5355	0	0	5355	0	0	0.0000
Corynebacterium tuberculostearicum	38304	YES	31841	0	0	31841	0	0	0.0000
Corynebacterium vitaeruminis	38305	YES	7464	0	0	7464	0	0	0.0000
Gluconobacter cerinus	38307	YES	42122	0	0	42122	0	0	0.0000
Gluconobacter frateurii	38308	YES	5132	0	0	5132	0	0	0.0000
Rhodococcus coprophilus	38310	YES	5812	0	0	5812	0	0	0.0000
Rhodococcus marinonascens	38311	YES	4417	0	0	4417	0	0	0.0000
Rhodococcus rhodnii	38312	YES	4419	0	0	4419	0	0	0.0000
Shewanella algae	38313	YES	204256	0	0	204256	0	0	0.0000
Streptomyces nogalater	38314	YES	7293	0	0	7293	0	0	0.0000
Pseudothermotoga elfii	38322	YES	1490	0	0	1490	0	0	0.0000
Bartonella henselae	38323	YES	6029	0	0	6029	0	0	0.0000
Bradysia coprophila	38358	YES	27667	0	27667	0	0	0	1.0000
Schizymenia dubyi	38368	YES	204	0	0	0	204	0	0.0000
Orthonyx spaldingii	38397	YES	13	0	0	0	13	0	0.0000
Erysipelothrix tonsillarum	38402	YES	2767	0	0	2767	0	0	0.0000
Simian adenovirus 19	38416	YES	36	0	0	0	36	0	0.0000
Simian adenovirus 3	38420	YES	34	0	0	0	34	0	0.0000
Simian adenovirus 13	38432	YES	34	0	0	0	34	0	0.0000
Monilinia fructicola	38448	YES	67	0	0	0	67	0	0.0000
Isoetes echinospora	38494	YES	71	0	0	0	71	0	0.0000
Blastococcus	38501	YES	846	0	0	846	0	0	0.0000
Blastococcus aggregatus	38502	YES	4250	0	0	4250	0	0	0.0000
avian metapneumovirus	38525	YES	9	0	0	0	9	0	0.0000
Abramis brama	38527	YES	52834	0	52821	0	13	0	0.9998
Scoliosorus ensiformis	38541	YES	86	0	0	0	86	0	0.0000
Kappaphycus alvarezii	38544	YES	24	0	0	0	24	0	0.0000
Ascidia mentula	38561	YES	24365	0	24365	0	0	0	1.0000
Culex pipiens pipiens	38569	YES	13	0	0	0	13	0	0.0000
Lamna ditropis	38578	YES	13	0	0	0	13	0	0.0000
Syntrichia ruralis	38588	YES	81	0	0	0	81	0	0.0000
Distichlis spicata	38594	YES	85	0	0	0	85	0	0.0000
Ajuga reptans	38596	YES	114	0	0	0	114	0	0.0000
Distoechurus pennatus	38614	YES	13	0	0	0	13	0	0.0000
Dactylopsila trivirgata	38616	YES	13	0	0	0	13	0	0.0000
Gymnobelideus leadbeateri	38618	YES	13	0	0	0	13	0	0.0000
Lutreolina crassicaudata	38620	YES	13	0	0	0	13	0	0.0000
Phascolarctos cinereus	38626	YES	42464	4	42447	0	13	0	0.9996
Tarsipes rostratus	38632	YES	13	0	0	0	13	0	0.0000
Haplopteris ensiformis	38644	YES	87	0	0	0	87	0	0.0000
Vittaria graminifolia	38648	YES	87	0	0	0	87	0	0.0000
Alligator sinensis	38654	YES	43090	9	43081	0	0	0	0.9998
Paleosuchus trigonatus	38658	YES	13	0	0	0	13	0	0.0000
Rasbora paviana	38659	YES	13	0	0	0	13	0	0.0000
Onychomys leucogaster	38668	YES	13	0	0	0	13	0	0.0000
Chaetodipus penicillatus	38672	YES	13	0	0	0	13	0	0.0000
Onychomys torridus	38674	YES	43242	0	43242	0	0	0	1.0000
Patis racemosa	38680	YES	83	0	0	0	83	0	0.0000
Anomochloa marantoidea	38684	YES	85	0	0	0	85	0	0.0000
Pharus latifolius	38686	YES	76	0	0	0	76	0	0.0000
Pharus lappulaceus	38687	YES	84	0	0	0	84	0	0.0000
Molinia caerulea	38689	YES	81	0	0	0	81	0	0.0000
Diarrhena obovata	38691	YES	83	0	0	0	83	0	0.0000
Phaenosperma globosum	38702	YES	84	0	0	0	84	0	0.0000
Phyllostachys edulis	38705	YES	84	0	0	0	84	0	0.0000
Streptogyna americana	38708	YES	81	0	0	0	81	0	0.0000
Olyra latifolia	38716	YES	80	0	0	0	80	0	0.0000
Zoysia matrella	38722	YES	85	0	0	0	85	0	0.0000
Joinvillea ascendens	38723	YES	78	0	0	0	78	0	0.0000
Zeugites pittieri	38726	YES	83	0	0	0	83	0	0.0000
Panicum virgatum	38727	YES	84839	7	84747	0	85	0	0.9989
Thysanolaena latifolia	38729	YES	85	0	0	0	85	0	0.0000
Lithachne pauciflora	38736	YES	80	0	0	0	80	0	0.0000
Culex restuans	38742	YES	13	0	0	0	13	0	0.0000
Schistosoma mekongi	38744	YES	12	12	0	0	0	0	0.0000
Tanichthys albonubes	38762	YES	13	0	0	0	13	0	0.0000
Lyssavirus lagos	38766	YES	5	0	0	0	5	0	0.0000
Lyssavirus duvenhage	38767	YES	5	0	0	0	5	0	0.0000
Antechinus flavipes	38775	YES	40822	0	40809	0	13	0	0.9997
Avena strigosa	38783	YES	84	0	0	0	84	0	0.0000
Arabidopsis arenosa	38785	YES	85	0	0	0	85	0	0.0000
Betula pubescens	38787	YES	85	0	0	0	85	0	0.0000
Callitriche hermaphroditica	38788	YES	86	0	0	0	86	0	0.0000
Clematis apiifolia	38789	YES	91	0	0	0	91	0	0.0000
Yaba monkey tumor virus	38804	YES	140	140	0	0	0	0	0.0000
Trichloromonas acetexigens	38815	YES	3359	0	0	3359	0	0	0.0000
Gephyrocapsa oceanica	38817	YES	110	0	0	0	110	0	0.0000
Pteridomonas danica	38822	YES	37	0	0	0	37	0	0.0000
Banzi virus	38837	YES	1	0	0	0	1	0	0.0000
Euphorbia peplus	38846	YES	84	0	0	0	84	0	0.0000
Hordeum pusillum	38857	YES	86	0	0	0	86	0	0.0000
Mentha longifolia	38859	YES	87	0	0	0	87	0	0.0000
Mentha suaveolens	38860	YES	87	0	0	0	87	0	0.0000
Nuphar pumila	38861	YES	84	0	0	0	84	0	0.0000
Parnassia palustris	38862	YES	78	0	0	0	78	0	0.0000
Salvia officinalis	38868	YES	87	0	0	0	87	0	0.0000
Salvia sclarea	38869	YES	87	0	0	0	87	0	0.0000
Fraxinus americana	38872	YES	88	0	0	0	88	0	0.0000
Fraxinus excelsior	38873	YES	85	0	0	0	85	0	0.0000
Heyndrickxia oleronia	38875	YES	26061	0	0	26061	0	0	0.0000
Botryococcus braunii	38881	YES	122	0	0	0	122	0	0.0000
Corydalis decumbens	38904	YES	84	0	0	0	84	0	0.0000
Polychrus marmoratus	38934	YES	13	0	0	0	13	0	0.0000
Anolis sagrei	38937	YES	38940	0	38940	0	0	0	1.0000
Diplodus sargus	38941	YES	13	0	0	0	13	0	0.0000
Quercus robur	38942	YES	53760	1	53670	0	89	0	0.9983
Flammulina velutipes	38945	YES	31	0	0	0	31	0	0.0000
Perna canaliculus	38949	YES	13	0	0	0	13	0	0.0000
Acholeplasma palmae	38986	YES	1439	0	0	1439	0	0	0.0000
Aneura pinguis	39026	YES	113	0	0	0	113	0	0.0000
Megasphaera cerevisiae	39029	YES	5541	0	0	5541	0	0	0.0000
Apodemus agrarius	39030	YES	13	0	0	0	13	0	0.0000
Chaetodon auriga	39042	YES	40501	0	40488	0	13	0	0.9997
Cassava common mosaic virus	39046	YES	5	5	0	0	0	0	0.0000
Mycoplasmopsis sturni	39047	YES	614	0	0	614	0	0	0.0000
Mammut americanum	39053	YES	13	0	0	0	13	0	0.0000
Desulfoscipio geothermicus	39060	YES	3668	0	0	3668	0	0	0.0000
Muscardinus avellanarius	39082	YES	31377	0	31364	0	13	0	0.9996
Phoca fasciata	39088	YES	13	0	0	0	13	0	0.0000
Phoca groenlandica	39089	YES	13	0	0	0	13	0	0.0000
Phoca largha	39090	YES	13	0	0	0	13	0	0.0000
Ursus spelaeus	39097	YES	13	0	0	0	13	0	0.0000
Lactobacillus phage PL-1	39103	YES	59	0	0	0	59	0	0.0000
Glaucidium palmatum	39106	YES	85	0	0	0	85	0	0.0000
Sphoeroides nephelus	39110	YES	13	0	0	0	13	0	0.0000
Leishmania RNA virus 2 - 1	39116	YES	3	3	0	0	0	0	0.0000
Skermania pinensis	39122	YES	4084	0	0	4084	0	0	0.0000
Methanococcus maripaludis	39152	YES	24369	0	0	24369	0	0	0.0000
Agastache rugosa	39271	YES	88	0	0	0	88	0	0.0000
Anax imperator	39274	YES	13	0	0	0	13	0	0.0000
Araeosoma owstoni	39277	YES	13	0	0	0	13	0	0.0000
Bongardia chrysogonum	39279	YES	84	0	0	0	84	0	0.0000
Circaeaster agrestis	39288	YES	85	0	0	0	85	0	0.0000
Cystophora cristata	39293	YES	13	0	0	0	13	0	0.0000
Dracocephalum moldavica	39296	YES	167	0	0	0	167	0	0.0000
Echinocardium cordatum	39298	YES	13	0	0	0	13	0	0.0000
Erignathus barbatus	39304	YES	13	0	0	0	13	0	0.0000
Erpobdella octoculata	39305	YES	13	0	0	0	13	0	0.0000
Gallotia atlantica	39309	YES	13	0	0	0	13	0	0.0000
Hippuris vulgaris	39321	YES	86	0	0	0	86	0	0.0000
Dracocephalum officinale	39324	YES	85	0	0	0	85	0	0.0000
Kingdonia uniflora	39325	YES	78	0	0	0	78	0	0.0000
Kirengeshoma palmata	39326	YES	85	0	0	0	85	0	0.0000
Lavandula angustifolia	39329	YES	122	0	0	0	122	0	0.0000
Melissa officinalis	39338	YES	87	0	0	0	87	0	0.0000
Mespilia globulus	39342	YES	13	0	0	0	13	0	0.0000
Nepeta cataria	39347	YES	87	0	0	0	87	0	0.0000
Ocimum basilicum	39350	YES	84	0	0	0	84	0	0.0000
Paulownia tomentosa	39353	YES	87	0	0	0	87	0	0.0000
Prunella vulgaris	39358	YES	116	0	0	0	116	0	0.0000
Salvia rosmarinus	39367	YES	86	0	0	0	86	0	0.0000
Salmacis sphaeroides	39368	YES	13	0	0	0	13	0	0.0000
Temnopleurus hardwickii	39384	YES	13	0	0	0	13	0	0.0000
Trollius ranunculoides	39385	YES	85	0	0	0	85	0	0.0000
Gypsophila vaccaria	39387	YES	81	0	0	0	81	0	0.0000
Verbascum thapsus	39388	YES	85	0	0	0	85	0	0.0000
Brexia madagascariensis	39394	YES	88	0	0	0	88	0	0.0000
Fermentozyma sake	39397	YES	17	0	0	0	17	0	0.0000
Oryx leucoryx	39411	YES	13	0	0	0	13	0	0.0000
Plantago lanceolata	39414	YES	85	0	0	0	85	0	0.0000
Tuber melanosporum	39416	YES	7420	0	7420	0	0	0	1.0000
Feldmannia species virus	39420	YES	150	0	0	0	150	0	0.0000
Saimiri boliviensis boliviensis	39432	YES	13	0	0	0	13	0	0.0000
Bambusa stenostachya	39435	YES	82	0	0	0	82	0	0.0000
Methanobrevibacter arboriphilus	39441	YES	9844	0	0	9844	0	0	0.0000
Mus musculus musculus	39442	YES	13	0	0	0	13	0	0.0000
Carnation Italian ringspot virus	39443	YES	5	5	0	0	0	0	0.0000
Hyphantria cunea	39466	YES	13	0	0	0	13	0	0.0000
Streptomyces laurentii	39478	YES	31033	0	0	31033	0	0	0.0000
Andreesenia angusta	39480	YES	2319	0	0	2319	0	0	0.0000
Clostridium combesii	39481	YES	2241	0	0	2241	0	0	0.0000
Faecalicatena contorta	39482	YES	22562	0	0	22562	0	0	0.0000
Faecalitalea cylindroides	39483	YES	22974	0	0	22974	0	0	0.0000
Agathobaculum desmolans	39484	YES	5297	0	0	5297	0	0	0.0000
Lachnospira eligens	39485	YES	25528	0	0	25528	0	0	0.0000
Dorea formicigenerans	39486	YES	39971	0	0	39971	0	0	0.0000
Atopobium fossor	39487	YES	1441	0	0	1441	0	0	0.0000
Anaerobutyricum hallii	39488	YES	49995	0	0	49995	0	0	0.0000
Clostridium moniliforme	39489	YES	2400	0	0	2400	0	0	0.0000
Eubacterium ramulus	39490	YES	35119	0	0	35119	0	0	0.0000
Agathobacter rectalis	39491	YES	86570	0	0	86570	0	0	0.0000
Clostridium tarantellae	39493	YES	3357	0	0	3357	0	0	0.0000
Eubacterium uniforme	39495	YES	2154	0	0	2154	0	0	0.0000
Eubacterium ventriosum	39496	YES	38298	0	0	38298	0	0	0.0000
Eubacterium xylanophilum	39497	YES	2163	0	0	2163	0	0	0.0000
Agave americana	39510	YES	83	0	0	0	83	0	0.0000
Agave attenuata	39511	YES	86	0	0	0	86	0	0.0000
Beaucarnea recurvata	39519	YES	86	0	0	0	86	0	0.0000
Camassia scilloides	39524	YES	83	0	0	0	83	0	0.0000
Aspidistra elatior	39526	YES	86	0	0	0	86	0	0.0000
Hosta ventricosa	39527	YES	82	0	0	0	82	0	0.0000
Liriope muscari	39529	YES	83	0	0	0	83	0	0.0000
Sansevieria trifasciata	39534	YES	84	0	0	0	84	0	0.0000
Hesperaloe parviflora	39542	YES	84	0	0	0	84	0	0.0000
Agave virginica	39545	YES	86	0	0	0	86	0	0.0000
Yucca treculeana	39552	YES	84	0	0	0	84	0	0.0000
Hesperoyucca whipplei	39553	YES	86	0	0	0	86	0	0.0000
Opsariichthys uncirostris	39568	YES	13	0	0	0	13	0	0.0000
Ephedra trifurca	39583	YES	67	0	0	0	67	0	0.0000
Juniperus virginiana	39584	YES	82	0	0	0	82	0	0.0000
Aphelocoma coerulescens	39617	YES	41834	0	41821	0	13	0	0.9997
Equid alphaherpesvirus 8	39637	YES	161	0	0	0	161	0	0.0000
Agelaius phoeniceus	39638	YES	39587	0	39574	0	13	0	0.9997
Bracoviriform congregatae	39640	YES	155	0	0	0	155	0	0.0000
Sorangium	39643	YES	29096	0	0	29096	0	0	0.0000
Mesorhizobium ciceri	39645	YES	5472	0	0	5472	0	0	0.0000
Paulownia witches'-broom phytoplasma	39647	YES	1012	0	0	1012	0	0	0.0000
Cellvibrio mixtus	39650	YES	7303	0	0	7303	0	0	0.0000
Pseudoregma bambucicola	39655	YES	13	0	0	0	13	0	0.0000
Methanohalophilus portucalensis	39664	YES	2103	0	0	2103	0	0	0.0000
Methanosalsum zhilinae	39669	YES	1990	0	0	1990	0	0	0.0000
Asparagus virus 2	39681	YES	5	0	0	0	5	0	0.0000
Mycolicibacterium austroafricanum	39687	YES	26650	0	0	26650	0	0	0.0000
Mycolicibacterium duvalii	39688	YES	5393	0	0	5393	0	0	0.0000
Mycobacterium gallinarum	39689	YES	3523	0	0	3523	0	0	0.0000
Mycolicibacterium moriokaense	39691	YES	12461	0	0	12461	0	0	0.0000
Mycolicibacterium parafortuitum	39692	YES	14639	0	0	14639	0	0	0.0000
Mycolicibacterium porcinum	39693	YES	29915	0	0	29915	0	0	0.0000
Mycolicibacterium poriferae	39694	YES	26733	0	0	26733	0	0	0.0000
Mycolicibacterium tokaiense	39695	YES	17364	0	0	17364	0	0	0.0000
Junonia coenia	39708	YES	13	0	0	0	13	0	0.0000
Paulinella chromatophora	39717	YES	867	0	0	0	867	0	0.0000
Walleye dermal sarcoma virus	39720	YES	6	6	0	0	0	0	0.0000
Hydrogenovibrio crunogenus	39765	YES	2211	0	0	2211	0	0	0.0000
Sulfurimonas denitrificans	39766	YES	2121	0	0	2121	0	0	0.0000
Blattabacterium sp. (Mastotermes darwiniensis)	39768	YES	547	0	0	547	0	0	0.0000
Methylomicrobium	39773	YES	2362	0	0	2362	0	0	0.0000
Methylomicrobium agile	39774	YES	1596	0	0	1596	0	0	0.0000
Methylomicrobium album	39775	YES	1540	0	0	1540	0	0	0.0000
Veillonella atypica	39777	YES	22314	0	0	22314	0	0	0.0000
Veillonella dispar	39778	YES	6437	0	0	6437	0	0	0.0000
Bovine adenovirus 10	39788	YES	1	0	0	0	1	0	0.0000
Corynebacterium glucuronolyticum	39791	YES	9353	0	0	9353	0	0	0.0000
Qubevirus faecium	39804	YES	4	0	0	0	4	0	0.0000
Lactococcus phage 936	39838	YES	49	0	0	0	49	0	0.0000
Desulforhabdus	39840	YES	5	0	0	5	0	0	0.0000
Thermodesulforhabdus norvegica	39841	YES	2664	0	0	2664	0	0	0.0000
Mesorhizobium tianshanense	39844	YES	7230	0	0	7230	0	0	0.0000
Actinokineospora	39845	YES	3394	0	0	3394	0	0	0.0000
Agrostemma githago	39848	YES	111	0	0	0	111	0	0.0000
Silene chalcedonica	39855	YES	81	0	0	0	81	0	0.0000
Psammosilene tunicoides	39860	YES	84	0	0	0	84	0	0.0000
Silene conica	39875	YES	80	0	0	0	80	0	0.0000
Silene noctiflora	39899	YES	82	0	0	0	82	0	0.0000
Caprine alphaherpesvirus 1	39944	YES	69	0	0	0	69	0	0.0000
Oryza sativa Indica Group	39946	YES	118	0	0	0	118	0	0.0000
Oryza sativa Japonica Group	39947	YES	42964	4870	38041	0	53	0	0.8854
Dialister	39948	YES	7001	0	0	7001	0	0	0.0000
Dialister pneumosintes	39950	YES	1876	0	0	1876	0	0	0.0000
Methylobacterium mesophilicum	39956	YES	13504	0	0	13504	0	0	0.0000
Erythrobacter litoralis	39960	YES	7666	0	0	7666	0	0	0.0000
Legionella moravica	39962	YES	3033	0	0	3033	0	0	0.0000
Hypsizygus marmoreus	39966	YES	27	0	0	0	27	0	0.0000
Backhousia citriodora	39976	YES	83	0	0	0	83	0	0.0000
Bruguiera gymnorhiza	39984	YES	84	0	0	0	84	0	0.0000
Terminalia catappa	39993	YES	80	0	0	0	80	0	0.0000
Heterotis rotundifolia	40000	YES	87	0	0	0	87	0	0.0000
Cellulomonas sp.	40001	YES	35601	0	0	35601	0	0	0.0000
Rhexia virginica	40003	YES	85	0	0	0	85	0	0.0000
Tyuleniy virus	40004	YES	1	0	0	0	1	0	0.0000
Osbeckia stellata	40007	YES	85	0	0	0	85	0	0.0000
Pleroma urvilleanum	40009	YES	84	0	0	0	84	0	0.0000
Saumarez Reef virus	40012	YES	1	0	0	0	1	0	0.0000
Heteropyxis natalensis	40015	YES	84	0	0	0	84	0	0.0000
Orbivirus alphaequi	40050	YES	11	0	0	0	11	0	0.0000
Bluetongue virus	40051	YES	10	0	0	0	10	0	0.0000
Changuinola virus	40052	YES	10	0	0	0	10	0	0.0000
Corriparta virus	40053	YES	12	0	0	0	12	0	0.0000
Eubenangee virus	40056	YES	10	0	0	0	10	0	0.0000
Lebombo virus	40057	YES	11	0	0	0	11	0	0.0000
Orungo virus	40058	YES	11	0	0	0	11	0	0.0000
Palyam virus	40059	YES	11	0	0	0	11	0	0.0000
Umatilla virus	40060	YES	10	0	0	0	10	0	0.0000
Wallal virus	40061	YES	10	0	0	0	10	0	0.0000
Warrego virus	40062	YES	10	0	0	0	10	0	0.0000
Chenuda virus	40065	YES	12	0	0	0	12	0	0.0000
Wad Medani virus	40067	YES	12	0	0	0	12	0	0.0000
Ephestia kuehniella	40079	YES	13	0	0	0	13	0	0.0000
Diatraea saccharalis	40085	YES	13	0	0	0	13	0	0.0000
Helcococcus kunzii	40091	YES	8320	0	0	8320	0	0	0.0000
Donax trunculus	40130	YES	13	0	0	0	13	0	0.0000
Afipia carboxidovorans	40137	YES	6174	0	0	6174	0	0	0.0000
Tricholoma matsutake	40145	YES	24	0	0	0	24	0	0.0000
Oryza glumipatula	40148	YES	83	0	0	0	83	0	0.0000
Oryza meridionalis	40149	YES	75	0	0	0	75	0	0.0000
Monodon monoceros	40151	YES	45060	13	45047	0	0	0	0.9997
Lonchura striata	40157	YES	31016	0	31003	0	13	0	0.9996
Hemigrapsus sanguineus	40176	YES	13	0	0	0	13	0	0.0000
Neolamprologus leleupi	40189	YES	13	0	0	0	13	0	0.0000
Oreochromis esculentus	40191	YES	13	0	0	0	13	0	0.0000
Melozone crissalis	40204	YES	27114	0	27114	0	0	0	1.0000
Spizella passerina	40210	YES	13	0	0	0	13	0	0.0000
Acinetobacter johnsonii	40214	YES	105621	0	0	105621	0	0	0.0000
Acinetobacter junii	40215	YES	71168	0	0	71168	0	0	0.0000
Acinetobacter radioresistens	40216	YES	34085	0	0	34085	0	0	0.0000
Desulforhabdus amnigena	40218	YES	3708	0	0	3708	0	0	0.0000
Methylophaga	40222	YES	14022	0	0	14022	0	0	0.0000
Methylophaga thalassica	40223	YES	10566	0	0	10566	0	0	0.0000
Carollia perspicillata	40233	YES	13	0	0	0	13	0	0.0000
Brachidontes exustus	40254	YES	13	0	0	0	13	0	0.0000
Modiolus modiolus	40256	YES	13	0	0	0	13	0	0.0000
Aliivibrio salmonicida	40269	YES	9590	0	0	9590	0	0	0.0000
Snakehead retrovirus	40270	YES	7	7	0	0	0	0	0.0000
Hepatitis C virus genotype 2	40271	YES	2	0	0	0	2	0	0.0000
Panicum mosaic virus	40279	YES	6	6	0	0	0	0	0.0000
